TXN_ID,Product,Store,Date,Revenue,Quantity
JSON_00061,TV,London-01,2023-05-15,936.6948807552368,1.0
JSON_00066,Keyboard,Berlin-03,2023-04-18,3229.0109083178654,4.0
JSON_00068,Mouse,Tokyo-04,2023-04-24,501.2239680116239,2.0
JSON_00069,Mouse,Tokyo-04,2023-01-19,328.6436979402597,3.0
JSON_00071,Keyboard,London-01,2023-05-02,2096.6497122195624,2.0
JSON_00072,Cables,Berlin-03,2023-03-30,397.6916707782347,1.0
JSON_00074,Monitor,Berlin-03,2023-06-28,119.18838515289075,1.0
JSON_00075,Monitor,London-01,2023-02-16,1091.4510334775646,2.0
JSON_00076,Mouse,Paris-05,2023-05-24,5881.16106600475,4.0
JSON_00079,TV,Berlin-03,2023-03-10,5613.930586861001,4.0
JSON_00080,TV,NYC-02,2023-05-08,609.2987349224932,4.0
JSON_00081,Cables,London-01,2023-02-02,3095.6822893659705,3.0
JSON_00082,Mouse,London-01,2023-03-06,3719.781719486206,3.0
JSON_00084,Cables,Paris-05,2023-03-22,373.88458619219233,2.0
JSON_00085,Keyboard,London-01,2023-04-25,4153.359280042181,4.0
JSON_00086,TV,Berlin-03,2023-03-16,1054.691020103312,1.0
JSON_00087,Laptop,Berlin-03,2023-05-18,4860.189396232122,4.0
JSON_00088,Laptop,Paris-05,2023-02-05,3659.7311158125985,3.0
JSON_00089,Laptop,Tokyo-04,2023-02-06,2675.3664536960077,3.0
JSON_00091,Phone,Berlin-03,2023-03-27,2347.8478201481785,3.0
JSON_00093,Keyboard,Paris-05,2023-03-24,5710.359408894668,4.0
JSON_00094,Phone,Tokyo-04,2023-01-25,700.2460068685637,1.0
JSON_00096,Phone,Berlin-03,2023-05-02,2300.7283254562294,3.0
JSON_00097,Mouse,London-01,2023-03-17,1683.155733478468,2.0
JSON_00099,Cables,Paris-05,2023-05-02,155.5063592280806,1.0
JSON_00100,Monitor,London-01,2023-04-19,692.0587416941131,4.0
JSON_00101,TV,Tokyo-04,2023-02-14,786.3870616780283,2.0
JSON_00103,Cables,NYC-02,2023-05-06,410.6500239239175,1.0
JSON_00104,Cables,Tokyo-04,2023-05-28,1912.6290774991644,3.0
JSON_00107,Keyboard,Berlin-03,2023-06-22,1213.0584110887644,1.0
JSON_00108,Phone,NYC-02,2023-06-13,451.72454312940204,4.0
JSON_00111,TV,Tokyo-04,2023-04-12,457.39662490873394,1.0
JSON_00112,TV,Paris-05,2023-03-31,904.4054306452848,2.0
JSON_00114,Monitor,Berlin-03,2023-06-06,1366.9712561849137,3.0
JSON_00115,Mouse,London-01,2023-02-16,2485.35800447719,2.0
JSON_00116,Keyboard,Berlin-03,2023-04-19,5609.825203453277,4.0
JSON_00117,Cables,NYC-02,2023-06-26,1191.7437639463437,2.0
JSON_00118,Cables,London-01,2023-01-27,602.2917421149812,1.0
JSON_00119,Keyboard,Berlin-03,2023-05-09,1459.2101634054138,2.0
JSON_00121,Cables,London-01,2023-03-24,1796.9336437438687,2.0
JSON_00122,TV,Berlin-03,2023-06-22,694.6314526689222,2.0
JSON_00123,Keyboard,Tokyo-04,2023-02-03,5293.679871379315,4.0
JSON_00124,Phone,NYC-02,2023-04-28,164.33575188787472,2.0
JSON_00128,Monitor,Paris-05,2023-04-08,213.26929565528638,3.0
JSON_00129,Monitor,London-01,2023-02-21,684.3386369344072,1.0
JSON_00130,Laptop,NYC-02,2023-04-16,1186.2968684746575,1.0
JSON_00131,Laptop,Paris-05,2023-05-25,4819.536298908488,4.0
JSON_00134,Laptop,Tokyo-04,2023-04-14,753.898201024934,3.0
JSON_00135,Cables,Paris-05,2023-06-09,2635.52105407781,2.0
JSON_00136,Cables,Paris-05,2023-04-02,749.1622911283297,2.0
JSON_00137,Monitor,Paris-05,2023-01-12,357.23734789546126,2.0
JSON_00138,Mouse,London-01,2023-06-04,236.68517753448367,1.0
JSON_00142,Mouse,Berlin-03,2023-05-10,2303.8706859189983,2.0
JSON_00145,Keyboard,Paris-05,2023-01-28,202.0602914720973,1.0
JSON_00146,Laptop,Tokyo-04,2023-05-06,1269.0294795230002,1.0
JSON_00147,Laptop,NYC-02,2023-05-18,547.2439532034773,1.0
JSON_00149,Mouse,Tokyo-04,2023-01-06,939.9657562142698,4.0
JSON_00155,Mouse,London-01,2023-03-03,2284.7571897757125,3.0
JSON_00156,Cables,Tokyo-04,2023-06-22,1651.6065229302405,2.0
JSON_00157,TV,London-01,2023-01-20,4360.774189293419,3.0
JSON_00158,Monitor,Berlin-03,2023-02-07,3226.4509160533335,3.0
JSON_00159,Monitor,London-01,2023-01-03,2802.841592545109,2.0
JSON_00160,Mouse,Tokyo-04,2023-05-18,708.6885597176945,1.0
JSON_00161,Laptop,Berlin-03,2023-03-04,1042.6287444257582,1.0
JSON_00164,Monitor,London-01,2023-02-04,5947.390963452865,4.0
JSON_00165,Monitor,Berlin-03,2023-04-15,5082.6069051979775,4.0
JSON_00166,Phone,NYC-02,2023-01-05,574.602234310543,2.0
JSON_00167,Mouse,London-01,2023-02-11,3233.779463660892,4.0
JSON_00168,Cables,NYC-02,2023-02-01,1410.650943767214,2.0
JSON_00169,Laptop,London-01,2023-06-02,2498.047619328654,3.0
JSON_00170,Keyboard,NYC-02,2023-04-14,1819.9268129734696,3.0
JSON_00171,TV,Paris-05,2023-06-28,2027.1474226435253,3.0
JSON_00172,Cables,Tokyo-04,2023-06-04,2648.024434582971,2.0
JSON_00174,Mouse,NYC-02,2023-01-05,346.58966009572174,1.0
JSON_00175,Cables,Tokyo-04,2023-02-16,796.9129783160411,4.0
JSON_00176,Cables,Berlin-03,2023-05-16,2777.2167435154297,3.0
JSON_00178,TV,Berlin-03,2023-01-27,2609.961310854936,3.0
JSON_00181,TV,Tokyo-04,2023-06-20,1684.890084751241,4.0
JSON_00183,Monitor,Berlin-03,2023-02-20,3542.4724889675163,4.0
JSON_00185,Keyboard,London-01,2023-02-26,580.0094800651403,2.0
JSON_00187,Laptop,Paris-05,2023-04-27,1608.1080011596691,3.0
JSON_00189,Phone,NYC-02,2023-01-17,2212.3285709981205,4.0
JSON_00193,Keyboard,Tokyo-04,2023-03-27,715.534032624669,1.0
JSON_00196,Mouse,NYC-02,2023-06-17,102.99701837973757,1.0
JSON_00197,Monitor,Paris-05,2023-04-23,2349.030088415531,2.0
JSON_00198,Keyboard,Berlin-03,2023-01-08,3479.299822638147,3.0
JSON_00199,TV,Paris-05,2023-04-20,1142.2070200838036,1.0
JSON_00206,Mouse,Tokyo-04,2023-01-29,456.05298002185464,2.0
JSON_00207,Keyboard,Paris-05,2023-01-11,2740.8096102668815,2.0
JSON_00209,Laptop,Tokyo-04,2023-03-27,1364.7669344924184,2.0
JSON_00210,Mouse,London-01,2023-05-08,2611.1282968545383,3.0
JSON_00212,Cables,Paris-05,2023-06-03,985.3285432655277,1.0
JSON_00213,Cables,Paris-05,2023-03-11,2104.5433870679976,2.0
JSON_00214,Laptop,Berlin-03,2023-01-17,1771.8977789913354,2.0
JSON_00216,TV,Paris-05,2023-06-17,1355.0270306797524,1.0
JSON_00217,Mouse,London-01,2023-06-22,1014.3031780920704,1.0
JSON_00218,TV,Paris-05,2023-03-05,1211.1017319235427,2.0
JSON_00219,Mouse,NYC-02,2023-02-05,1120.148743818237,1.0
JSON_00220,Phone,London-01,2023-06-13,1843.4359210825978,3.0
JSON_00223,Mouse,NYC-02,2023-04-19,912.8629995153696,1.0
JSON_00224,Laptop,London-01,2023-02-09,1167.8226954314418,1.0
JSON_00227,Laptop,Berlin-03,2023-02-18,1012.3300147472916,2.0
JSON_00230,Cables,London-01,2023-06-03,1519.3323945651073,2.0
JSON_00232,Keyboard,Berlin-03,2023-03-20,736.1546712179335,1.0
JSON_00234,Mouse,NYC-02,2023-05-26,3391.030784322959,3.0
JSON_00235,Cables,Tokyo-04,2023-04-18,207.32214067492862,2.0
JSON_00237,Mouse,Berlin-03,2023-06-02,832.262373944239,1.0
JSON_00238,Keyboard,Paris-05,2023-05-06,4004.003204827414,3.0
JSON_00240,TV,Berlin-03,2023-03-03,1497.0044602733394,1.0
JSON_00241,Monitor,Paris-05,2023-05-01,892.0979504796252,1.0
JSON_00243,Monitor,Paris-05,2023-03-09,727.6006114795962,1.0
JSON_00245,Cables,Berlin-03,2023-02-06,3106.4656797148536,3.0
JSON_00247,Phone,Tokyo-04,2023-02-21,3757.7860574221045,4.0
JSON_00248,Cables,NYC-02,2023-04-27,2833.9221449918646,2.0
JSON_00249,Mouse,London-01,2023-06-18,1153.4136809722504,3.0
JSON_00251,Mouse,NYC-02,2023-03-02,2404.4325950423063,3.0
JSON_00252,Monitor,NYC-02,2023-01-03,1149.4457897709324,1.0
JSON_00253,Monitor,Tokyo-04,2023-03-14,374.5355414928035,1.0
JSON_00254,TV,NYC-02,2023-03-08,182.65591422674456,1.0
JSON_00255,Laptop,Paris-05,2023-03-17,4016.0541474300508,3.0
JSON_00258,Monitor,Berlin-03,2023-02-09,160.38974626093528,1.0
JSON_00259,Phone,Paris-05,2023-02-09,1364.444893194641,1.0
JSON_00260,Laptop,Tokyo-04,2023-05-27,1311.5729752369828,3.0
JSON_00261,Laptop,Berlin-03,2023-04-17,1307.5765913917135,1.0
JSON_00262,Keyboard,Tokyo-04,2023-06-15,1036.2041190524355,1.0
JSON_00267,Monitor,NYC-02,2023-03-11,189.46496023935362,3.0
JSON_00268,TV,Tokyo-04,2023-03-04,2504.5096172410795,3.0
JSON_00269,Mouse,Tokyo-04,2023-05-28,5605.763011958102,4.0
JSON_00270,Mouse,London-01,2023-05-30,972.7943441457671,2.0
JSON_00272,TV,Berlin-03,2023-06-29,2089.9186354948984,3.0
JSON_00274,Cables,Paris-05,2023-06-23,4163.11318431773,4.0
JSON_00278,TV,NYC-02,2023-04-11,1353.7709230235455,2.0
JSON_00279,TV,Paris-05,2023-01-01,2304.272827470482,2.0
JSON_00280,Laptop,London-01,2023-03-05,1533.7367141682998,4.0
JSON_00281,Monitor,Tokyo-04,2023-01-27,584.3631983994536,1.0
JSON_00282,Monitor,NYC-02,2023-03-20,2619.0071870712713,2.0
JSON_00283,TV,Berlin-03,2023-06-21,2306.969573734697,2.0
JSON_00286,Phone,Paris-05,2023-04-27,572.4118350357777,4.0
JSON_00288,Laptop,London-01,2023-02-14,3680.1191790919615,4.0
JSON_00291,TV,Paris-05,2023-06-09,1068.5742072889507,1.0
JSON_00292,Cables,London-01,2023-06-07,3202.727531631326,4.0
JSON_00296,TV,Paris-05,2023-02-10,3776.306574802349,4.0
JSON_00299,Mouse,Tokyo-04,2023-02-10,1411.7230251030703,2.0
JSON_00300,Cables,Tokyo-04,2023-03-28,168.3634739443549,1.0
JSON_00302,TV,NYC-02,2023-02-01,628.141955497228,2.0
JSON_00303,Phone,London-01,2023-02-06,240.74595591819073,3.0
JSON_00305,Keyboard,Berlin-03,2023-04-04,847.2803766825197,2.0
JSON_00306,TV,Tokyo-04,2023-01-04,2253.848911479945,2.0
JSON_00309,Monitor,Paris-05,2023-04-25,661.4953439665104,1.0
JSON_00310,Keyboard,Berlin-03,2023-02-09,355.4601740582165,1.0
JSON_00311,TV,Paris-05,2023-03-28,481.5462868690534,2.0
JSON_00314,Laptop,NYC-02,2023-05-25,1010.8008545620645,1.0
JSON_00317,Cables,Paris-05,2023-03-21,2662.7580420161826,2.0
JSON_00318,Phone,Tokyo-04,2023-05-13,4082.4643284642957,4.0
JSON_00319,Phone,London-01,2023-01-28,1074.8269644838965,1.0
JSON_00320,TV,London-01,2023-02-18,2269.04590763201,4.0
JSON_00321,Cables,NYC-02,2023-04-18,3595.0553135011623,4.0
JSON_00322,Mouse,Tokyo-04,2023-02-06,441.13693669963493,1.0
JSON_00323,Laptop,Berlin-03,2023-02-28,978.0043019135248,1.0
JSON_00324,Mouse,Berlin-03,2023-01-20,3591.0900625670147,4.0
JSON_00326,Monitor,Tokyo-04,2023-05-31,1674.502563405461,4.0
JSON_00327,Mouse,Paris-05,2023-02-21,929.3007684785632,4.0
JSON_00329,Laptop,Paris-05,2023-06-24,1170.3416260065046,3.0
JSON_00330,Mouse,Paris-05,2023-06-07,1469.015366730769,1.0
JSON_00331,Phone,Tokyo-04,2023-04-23,5019.087709781892,4.0
JSON_00332,Keyboard,NYC-02,2023-01-01,4813.960155839139,4.0
JSON_00333,Monitor,Paris-05,2023-04-15,4995.665525528889,4.0
JSON_00334,Laptop,London-01,2023-03-04,280.96679560206746,1.0
JSON_00337,Cables,NYC-02,2023-01-23,4070.9840757097327,3.0
JSON_00338,Keyboard,Berlin-03,2023-03-30,594.7247652285034,1.0
JSON_00339,TV,NYC-02,2023-05-29,581.3692255635269,1.0
JSON_00340,Monitor,Tokyo-04,2023-02-04,1401.211505605339,2.0
JSON_00341,Monitor,Paris-05,2023-03-15,901.2394761666689,1.0
JSON_00342,Monitor,Paris-05,2023-02-17,2402.757525039533,4.0
JSON_00343,Mouse,Berlin-03,2023-01-12,348.72398167732695,4.0
JSON_00344,Keyboard,NYC-02,2023-01-15,1782.4998707592636,2.0
JSON_00345,Cables,Berlin-03,2023-06-20,3398.909365190829,3.0
JSON_00346,Keyboard,Tokyo-04,2023-04-27,674.7500327301483,1.0
JSON_00347,Cables,Berlin-03,2023-03-09,1998.6099361509098,2.0
JSON_00348,Monitor,Tokyo-04,2023-04-27,996.3287058560593,3.0
JSON_00349,TV,Paris-05,2023-05-16,2795.8570445237688,2.0
JSON_00350,Laptop,Paris-05,2023-05-12,2176.8369552472614,2.0
JSON_00352,Mouse,Berlin-03,2023-06-19,4312.468317990109,4.0
JSON_00354,Keyboard,Berlin-03,2023-05-03,225.89634527897556,2.0
JSON_00355,Laptop,Paris-05,2023-05-17,3713.4715385065374,3.0
JSON_00356,Laptop,Paris-05,2023-05-05,1871.844867667876,2.0
JSON_00357,TV,NYC-02,2023-06-01,1682.7409872937794,4.0
JSON_00358,Mouse,Tokyo-04,2023-05-27,1023.5657708193909,1.0
JSON_00359,TV,NYC-02,2023-02-18,1329.4399574485758,2.0
JSON_00360,Keyboard,Berlin-03,2023-05-30,2207.080050504342,3.0
JSON_00361,Monitor,London-01,2023-05-18,930.2863523287322,1.0
JSON_00362,Keyboard,NYC-02,2023-01-02,911.9906860199509,1.0
JSON_00364,TV,NYC-02,2023-02-15,145.88116612018908,2.0
JSON_00366,Phone,London-01,2023-03-14,1971.340528824579,2.0
JSON_00367,Mouse,Tokyo-04,2023-02-18,2258.9785738252363,4.0
JSON_00370,Keyboard,Paris-05,2023-02-04,2983.004147541386,2.0
JSON_00371,Cables,Berlin-03,2023-02-05,533.6758467346906,1.0
JSON_00376,Cables,London-01,2023-02-01,3816.7969904160063,4.0
JSON_00377,Laptop,Tokyo-04,2023-05-22,2354.7471784190993,3.0
JSON_00378,Phone,Paris-05,2023-03-26,431.5132263707222,1.0
JSON_00382,Monitor,Paris-05,2023-06-07,1665.224594403834,2.0
JSON_00384,Mouse,NYC-02,2023-05-10,1268.6425184189682,2.0
JSON_00385,Laptop,Paris-05,2023-01-25,1464.6347912468766,1.0
JSON_00386,Monitor,London-01,2023-01-14,5199.6839971812105,4.0
JSON_00387,Laptop,NYC-02,2023-05-11,2317.948422618687,2.0
JSON_00388,Mouse,Berlin-03,2023-05-16,1048.9691545410449,4.0
JSON_00389,Cables,Tokyo-04,2023-01-12,737.973357823479,3.0
JSON_00392,Mouse,London-01,2023-01-10,277.9139186209377,2.0
JSON_00394,Monitor,Tokyo-04,2023-03-14,793.6223022261843,2.0
JSON_00395,TV,Tokyo-04,2023-04-07,589.549277896313,3.0
JSON_00396,Cables,Tokyo-04,2023-05-04,1527.588708110359,4.0
JSON_00398,TV,NYC-02,2023-01-07,1273.9154443470795,2.0
JSON_00399,Monitor,Berlin-03,2023-03-27,3749.7898457159035,3.0
JSON_00400,Mouse,Berlin-03,2023-03-20,1960.2698920819626,3.0
JSON_00401,Cables,Berlin-03,2023-03-06,497.61814661409727,2.0
JSON_00402,Cables,Berlin-03,2023-03-23,1598.9684540773405,4.0
JSON_00404,TV,Tokyo-04,2023-02-03,871.455906215604,2.0
JSON_00405,Monitor,Berlin-03,2023-06-29,1480.452575169423,2.0
JSON_00406,Laptop,London-01,2023-04-15,1188.2739885637325,1.0
JSON_00407,Mouse,London-01,2023-01-29,2095.590647650972,2.0
JSON_00408,Phone,Tokyo-04,2023-01-21,317.15461798611375,3.0
JSON_00410,Laptop,Tokyo-04,2023-03-10,2110.1955067744466,3.0
JSON_00413,TV,NYC-02,2023-05-15,4463.409578585692,3.0
JSON_00416,Monitor,Tokyo-04,2023-02-18,2415.2499099867964,4.0
JSON_00418,Mouse,NYC-02,2023-05-20,2908.617455023713,2.0
JSON_00419,Mouse,Tokyo-04,2023-05-24,2264.1674379522988,3.0
JSON_00427,Mouse,NYC-02,2023-06-29,3316.570218778733,3.0
JSON_00428,Monitor,Berlin-03,2023-02-13,2274.514465782487,3.0
JSON_00431,TV,London-01,2023-05-24,679.010742769419,1.0
JSON_00432,Mouse,Paris-05,2023-03-05,3984.310891586343,3.0
JSON_00434,TV,Tokyo-04,2023-05-17,2094.863918651754,2.0
JSON_00435,Monitor,London-01,2023-01-12,2559.3385942792384,2.0
JSON_00436,Phone,NYC-02,2023-01-20,3410.5228574396633,3.0
JSON_00437,TV,Paris-05,2023-04-11,1479.3783373824347,3.0
JSON_00439,Mouse,Berlin-03,2023-04-13,1235.424524715705,2.0
JSON_00440,Laptop,Tokyo-04,2023-06-22,875.9502626686884,3.0
JSON_00441,Mouse,Berlin-03,2023-01-03,3953.0417471545343,3.0
JSON_00442,Monitor,Paris-05,2023-01-24,2138.535978838163,2.0
JSON_00445,Monitor,Tokyo-04,2023-06-22,3739.3184043476012,3.0
JSON_00446,Laptop,Tokyo-04,2023-03-04,3349.4493882207885,3.0
JSON_00447,Monitor,Tokyo-04,2023-02-26,1211.9820279383025,1.0
JSON_00450,Mouse,Paris-05,2023-03-02,2706.7967197505623,3.0
JSON_00452,Phone,Paris-05,2023-02-15,1413.9849054172437,1.0
JSON_00453,Mouse,Berlin-03,2023-02-18,5083.21468739249,4.0
JSON_00455,Monitor,Tokyo-04,2023-02-26,769.8686709151847,1.0
JSON_00458,Monitor,Paris-05,2023-01-14,1349.3813609656522,3.0
JSON_00459,Cables,London-01,2023-02-13,2808.491086213132,4.0
JSON_00460,Cables,London-01,2023-04-17,394.95888106303926,4.0
JSON_00463,Cables,London-01,2023-05-22,2500.8182884343014,2.0
JSON_00464,Cables,Paris-05,2023-03-28,5881.39487421419,4.0
JSON_00465,Laptop,Tokyo-04,2023-03-26,540.4815027319052,1.0
JSON_00466,Laptop,Paris-05,2023-05-07,646.3166642625101,3.0
JSON_00467,Cables,Berlin-03,2023-06-01,2082.886906173423,2.0
JSON_00469,Mouse,London-01,2023-04-08,938.7052332498264,1.0
JSON_00470,Mouse,Paris-05,2023-02-26,508.7829198131309,2.0
JSON_00472,Phone,Paris-05,2023-02-28,4764.426782522464,4.0
JSON_00475,Monitor,Tokyo-04,2023-04-26,699.2039551478686,3.0
JSON_00476,Laptop,Paris-05,2023-01-28,4267.875100768291,3.0
JSON_00477,Laptop,Tokyo-04,2023-05-11,1702.2894828699032,2.0
JSON_00479,TV,NYC-02,2023-02-20,1203.2180217719308,2.0
JSON_00480,Cables,Tokyo-04,2023-02-10,186.35235142968622,1.0
JSON_00484,Phone,Tokyo-04,2023-04-11,342.92271918361047,1.0
JSON_00485,TV,London-01,2023-01-19,2065.4068699023182,3.0
JSON_00486,Keyboard,Berlin-03,2023-03-04,782.5498216861255,1.0
JSON_00487,Monitor,Tokyo-04,2023-01-04,2036.9679965305186,2.0
JSON_00488,Laptop,Berlin-03,2023-01-27,2009.580142454676,3.0
JSON_00489,Monitor,Paris-05,2023-06-11,1629.4589041557613,2.0
JSON_00490,Monitor,Tokyo-04,2023-01-09,2221.339821987051,2.0
JSON_00491,Mouse,NYC-02,2023-05-01,631.7557371374678,3.0
JSON_00492,TV,Tokyo-04,2023-05-11,1989.8369642486352,2.0
JSON_00493,Phone,Berlin-03,2023-06-10,1207.817240187314,4.0
JSON_00494,Phone,Paris-05,2023-03-23,1362.771817702912,1.0
JSON_00495,TV,Berlin-03,2023-01-17,2044.4487266319932,3.0
JSON_00496,Cables,Tokyo-04,2023-02-02,5093.6764931590005,4.0
JSON_00500,TV,Tokyo-04,2023-05-22,1156.5751723253895,1.0
JSON_00502,Phone,NYC-02,2023-05-31,2730.8655890469067,2.0
JSON_00503,Monitor,Berlin-03,2023-04-10,2094.6916155579506,3.0
JSON_00504,Laptop,London-01,2023-03-25,2594.014549742951,4.0
JSON_00505,Phone,London-01,2023-05-30,2245.7219502240982,2.0
JSON_00506,Cables,Tokyo-04,2023-01-28,4111.850203151032,3.0
JSON_00509,TV,London-01,2023-01-09,149.09435652177757,1.0
JSON_00511,Cables,London-01,2023-01-02,287.0246866225858,2.0
JSON_00512,Monitor,Berlin-03,2023-01-16,543.5884728568687,1.0
JSON_00514,Phone,Berlin-03,2023-01-20,3224.384996452819,4.0
JSON_00515,Phone,Tokyo-04,2023-05-17,216.65284573637192,1.0
JSON_00516,Keyboard,Berlin-03,2023-01-08,431.3879867908223,3.0
JSON_00518,Phone,Berlin-03,2023-05-30,1088.3655293905551,2.0
JSON_00520,Monitor,NYC-02,2023-06-22,804.5038562884165,4.0
JSON_00521,Keyboard,London-01,2023-04-15,2856.54005249999,2.0
JSON_00522,TV,Berlin-03,2023-05-25,305.70342678794293,2.0
JSON_00523,Laptop,Paris-05,2023-05-04,116.19068097845641,1.0
JSON_00525,Monitor,Berlin-03,2023-05-21,456.99066249816275,1.0
JSON_00526,TV,Tokyo-04,2023-02-12,61.11284734137672,1.0
JSON_00528,Laptop,Berlin-03,2023-03-29,114.36226964773893,1.0
JSON_00530,Cables,NYC-02,2023-05-27,279.0567703316182,3.0
JSON_00531,TV,NYC-02,2023-04-18,1793.4428480132133,4.0
JSON_00532,Laptop,Berlin-03,2023-01-12,1366.0359537070046,1.0
JSON_00533,Phone,London-01,2023-01-08,2183.444766474332,2.0
JSON_00536,Laptop,Tokyo-04,2023-06-17,183.812948506223,1.0
JSON_00538,Cables,NYC-02,2023-02-20,1973.6789075146828,2.0
JSON_00540,Monitor,Berlin-03,2023-01-02,3299.2827912775083,3.0
JSON_00541,Monitor,London-01,2023-03-22,3297.01134077703,4.0
JSON_00544,Phone,Tokyo-04,2023-05-26,1276.1263263353649,1.0
JSON_00546,Keyboard,Tokyo-04,2023-06-05,1207.651493751611,1.0
JSON_00547,Phone,Paris-05,2023-02-17,674.9285697442796,1.0
JSON_00549,Laptop,London-01,2023-06-14,870.4833095729543,3.0
JSON_00553,Phone,NYC-02,2023-04-30,761.4054089658694,3.0
JSON_00555,Cables,NYC-02,2023-01-06,1951.5534758277868,3.0
JSON_00556,Cables,Berlin-03,2023-05-02,1514.7684718579787,2.0
JSON_00557,Mouse,Tokyo-04,2023-05-14,2373.860693134419,4.0
JSON_00559,Cables,Tokyo-04,2023-01-22,94.85958486044586,1.0
JSON_00561,Phone,Berlin-03,2023-04-08,2531.792723218202,2.0
JSON_00562,Phone,Tokyo-04,2023-01-21,400.7669825657582,3.0
JSON_00563,Phone,Berlin-03,2023-01-24,840.0001034405209,1.0
JSON_00564,Laptop,Berlin-03,2023-06-28,2874.1192981816275,3.0
JSON_00565,Phone,Paris-05,2023-06-01,1326.456405115944,1.0
JSON_00566,Cables,London-01,2023-01-05,4438.744566528491,4.0
JSON_00567,Mouse,Berlin-03,2023-04-01,4095.2012184315276,3.0
JSON_00569,Monitor,London-01,2023-01-20,461.9803605038601,2.0
JSON_00570,TV,Paris-05,2023-05-27,5675.444144187308,4.0
JSON_00571,Laptop,NYC-02,2023-04-12,2288.401542635916,2.0
JSON_00572,Monitor,Berlin-03,2023-06-28,3463.8221324929827,3.0
JSON_00574,Laptop,Berlin-03,2023-04-26,340.68804751618404,1.0
JSON_00578,Monitor,NYC-02,2023-06-01,570.1375118546695,1.0
JSON_00579,Laptop,Paris-05,2023-04-24,4801.685282971017,4.0
JSON_00581,Laptop,Tokyo-04,2023-05-13,771.3987497586479,3.0
JSON_00584,Cables,Paris-05,2023-06-22,555.789774255745,1.0
JSON_00585,Keyboard,London-01,2023-03-07,392.72947993481233,2.0
JSON_00586,Mouse,Paris-05,2023-03-07,1202.0475395115857,1.0
JSON_00588,Monitor,NYC-02,2023-02-24,474.1468820525756,1.0
JSON_00589,Monitor,London-01,2023-05-25,895.7233640613675,1.0
JSON_00590,Laptop,London-01,2023-01-19,197.6406168202309,2.0
JSON_00592,Monitor,Paris-05,2023-05-28,2482.1527757635204,2.0
